ctx_src,ctx_tgt,res_src,res_tgt,correctness,templated,engagement,understanding,sensibleness,politeness,iq
"<speaker2>Bei einem neu gekauften und zu Weihnachten verschenkten #PRS_ORG# hat es in der Mitte des Bildschirms eine horizontale dunkle Linie. Diese war direkt nach dem entpacken bereits da. Auf laden, neustarten etc. hat nichts gebracht. Können Sie uns weiterhelfen? Freundliche Grüsse #EMAIL# Heute","<speaker2>At a newly bought and given away at #PRS_ORG#, it has a horizontal dark line in the middle of the screen. This was already there right after the unpacking. Recharge, restart etc. has brought nothing. Can you help us? Friendly greetings #EMAIL# Today","<speaker2>Danke für die Information. Ich helfe Ihnen sehr gerne weiter. In diesem Fall empfehle ich Ihnen, einen manuellen Reset auf dem Gerät durchzuführen, indem Sie die folgenden Schritte ausführen: #URL# Sie benötigen Ihre Anmeldeinformationen, um sich wieder anzumelden. Wenn Sie Bücher haben, die nicht von #PRS_ORG# stammen, haben Sie bitte ein Backup, da der Vorgang sie löschen würde.","<speaker2>Thank you for the information. I will be more than happy to assist you. In this case, I would advise you to try a Manual Reset on the device by following these steps: #URL# You would need your credentials to sign back in. Also, if you have books that are not from #PRS_ORG#, please have a backup since the process would erase them.",2,0,1,1,1,1,5
"<speaker1>Danke für die Information. Ich helfe Ihnen sehr gerne weiter. In diesem Fall empfehle ich Ihnen, einen manuellen Reset auf dem Gerät durchzuführen, indem Sie die folgenden Schritte ausführen: #URL# Sie benötigen Ihre Anmeldeinformationen, um sich wieder anzumelden. Wenn Sie Bücher haben, die nicht von #PRS_ORG# stammen, haben Sie bitte ein Backup, da der Vorgang sie löschen würde.","<speaker1>Thank you for the information. I will be more than happy to assist you. In this case, I would advise you to try a Manual Reset on the device by following these steps: #URL# You would need your credentials to sign back in. Also, if you have books that are not from #PRS_ORG#, please have a backup since the process would erase them.",<speaker2>Der Wiederherstellungsprozess läuft nun. Aber auf dem schwarzen Display ist die Linie nun weiss...,<speaker2>The recovery process is now running. But on the black display the line is now white...,2,0,1,1,1,1,3
<speaker2>Der Wiederherstellungsprozess läuft nun. Aber auf dem schwarzen Display ist die Linie nun weiss...,<speaker2>The recovery process is now running. But on the black display the line is now white...,"<speaker2>Geben Sie uns bitte ein paar Momente, um den Prozess abzuschließen.","<speaker2>Let's give it a couple of moments to finish the process, please.",2,0,1,1,1,,4
"<speaker1>Geben Sie uns bitte ein paar Momente, um den Prozess abzuschließen.","<speaker1>Let's give it a couple of moments to finish the process, please.","<speaker2>Der #PRS_ORG# ist nun neu aufgesetzt, wieder eingeloggt und noch mit dem selben Problem.","<speaker2>The #PRS_ORG# is now rebuilt, logged in again and still with the same problem.",2,0,1,1,1,1,2
"<speaker2>Der #PRS_ORG# ist nun neu aufgesetzt, wieder eingeloggt und noch mit dem selben Problem.","<speaker2>The #PRS_ORG# is now rebuilt, logged in again and still with the same problem.","<speaker2>Könnten Sie bitte ein Bild davon teilen, wie es auf dem Bildschirm aussieht?","<speaker2>Could you share a picture of how it looks the screen, please?",2,0,1,1,1,1,4
"<speaker1>Könnten Sie bitte ein Bild davon teilen, wie es auf dem Bildschirm aussieht?","<speaker1>Could you share a picture of how it looks the screen, please?","<speaker2>Visitor upload URL: #URL# Type: image/jpeg Size: #NUMBER# Direkt über ""Mehr erfahren"" ist die Linie schwarz. Und links beim Buch ""PRS_ORG"" ist sie weiss zu sehen. Ich hoffe, das Bild ist gut genug dafür.","<speaker2>Visitor upload URL: #URL# Type: Image/jpeg Size: #NUMBER# Directly via ""Learn More"" the line is black. And on the left of the book ""#PRS_ORG#"" she can be seen white. I hope the picture is good enough for that.",2,0,1,1,1,1,4
"<speaker2>Visitor upload URL: #URL# Type: image/jpeg Size: #NUMBER# Direkt über ""Mehr erfahren"" ist die Linie schwarz. Und links beim Buch ""PRS_ORG"" ist sie weiss zu sehen. Ich hoffe, das Bild ist gut genug dafür.","<speaker2>Visitor upload URL: #URL# Type: Image/jpeg Size: #NUMBER# Directly via ""Learn More"" the line is black. And on the left of the book ""#PRS_ORG#"" she can be seen white. I hope the picture is good enough for that.","<speaker2>Wird die schwarze Linie immer angezeigt, auch wenn dieses Menü nicht aktiviert ist?",<speaker2>Is the black line always showing even when that menu is not activated?,2,0,1,1,1,1,3
"<speaker1>Wird die schwarze Linie immer angezeigt, auch wenn dieses Menü nicht aktiviert ist?",<speaker1>Is the black line always showing even when that menu is not activated?,<speaker2>ja. Man sieht sie aber nicht immer gleich gut. Auch im Ruhemodus oder wenn das Gerät ausgeschaltet ist.,<speaker2>Yes. But you don't always see them equally well. Also in rest mode or when the device is switched off.,2,0,1,1,1,1,3
<speaker2>ja. Man sieht sie aber nicht immer gleich gut. Auch im Ruhemodus oder wenn das Gerät ausgeschaltet ist.,<speaker2>Yes. But you don't always see them equally well. Also in rest mode or when the device is switched off.,"<speaker2>Ich verstehe. Wissen Sie, wo das Gerät gekauft wurde?",<speaker2>I understand. Do you know where the device was purchased?,2,0,1,1,1,1,3
"<speaker1>Ich verstehe. Wissen Sie, wo das Gerät gekauft wurde?",<speaker1>I understand. Do you know where the device was purchased?,<speaker2>auf #URL#,<speaker2>On #URL#,2,0,1,1,1,1,4
<speaker2>auf #URL#,<speaker2>On #URL#,"<speaker2>Erlauben Sie mir bitte einen Moment. Ich bin immer noch bei Ihnen, bitte nehmen Sie sich einen Moment Zeit. Wann haben Sie das Gerät gekauft?","<speaker2>Allow me one moment, please. I'm still with you, please bear with me one moment. When did you purchased the device?",2,0,1,1,1,1,3
"<speaker1>Erlauben Sie mir bitte einen Moment. Ich bin immer noch bei Ihnen, bitte nehmen Sie sich einen Moment Zeit. Wann haben Sie das Gerät gekauft?","<speaker1>Allow me one moment, please. I'm still with you, please bear with me one moment. When did you purchased the device?",<speaker2>Am 30.11.#NUMBER#,<speaker2>On 30.11.#NUMBER#,2,0,1,1,1,1,4
<speaker2>Am 30.11.#NUMBER#,<speaker2>On 30.11.#NUMBER#,<speaker2>Vielen Dank. Erlauben Sie mir bitte einen Moment. In diesem Fall können wir einen Ersatz für Sie bearbeiten. Teilen Sie dazu bitte die folgenden Informationen mit: Teil 1 - Ihre Kontaktinformationen Name: Straßenname und Hausnummer: Wohnung//Suite//andere: Stadt: Bundesland/Region/Gebiet: Land: Postleitzahl: Telefon: Gerätename:,"<speaker2>Thank you. Allow me one moment, please. In this case, we can process a replacement for you. For that, please share the next information: Part 1 - Your Contact Information Name: Street Name and number: Apartment // Suite// Other: City: State/Province/Territory: Country: Zip/Post Code: Telephone #: Device name:",2,0,1,1,1,1,4
<speaker1>Vielen Dank. Erlauben Sie mir bitte einen Moment. In diesem Fall können wir einen Ersatz für Sie bearbeiten. Teilen Sie dazu bitte die folgenden Informationen mit: Teil 1 - Ihre Kontaktinformationen Name: Straßenname und Hausnummer: Wohnung//Suite//andere: Stadt: Bundesland/Region/Gebiet: Land: Postleitzahl: Telefon: Gerätename:,"<speaker1>Thank you. Allow me one moment, please. In this case, we can process a replacement for you. For that, please share the next information: Part 1 - Your Contact Information Name: Street Name and number: Apartment // Suite// Other: City: State/Province/Territory: Country: Zip/Post Code: Telephone #: Device name:","<speaker2>Frau #NAME#, #ADDRESS#, #PHONENUMBER#, #PRS_ORG#''","<speaker2>Mrs. #NAME#, #ADDRESS#, #PHONENUMBER#, #PRS_ORG#''",2,0,1,1,1,1,4
"<speaker2>Frau #NAME#, #ADDRESS#, #PHONENUMBER#, #PRS_ORG#''","<speaker2>Mrs. #NAME#, #ADDRESS#, #PHONENUMBER#, #PRS_ORG#''","<speaker2>Vielen Dank Geben Sie mir bitte einen Moment, um es zu bearbeiten. Ich habe ger#PRS_ORG# die Anfrage für den Austausch eingereicht. Sie erhalten einen Link zur Bestätigung Ihrer Informationen. Sie können es bei Bedarf bearbeiten. Wenn alles korrekt ist, klicken Sie auf Zustimmen Ich sende Ihnen den Rest der Schritte per E-Mail. Kann ich Ihnen im Moment noch weiterhelfen?","<speaker2>Thank you. Allow me one moment to process it, please. I just submitted the request for the replacement. You will receive a link to confirm your information. You can edit it if necessary. If everything is correct, please click on Agree. I'll send you the rest of the steps via e-mail, please. At the moment, is there anything else I can help you with?",2,0,1,1,1,1,4
"<speaker1>Vielen Dank Geben Sie mir bitte einen Moment, um es zu bearbeiten. Ich habe ger#PRS_ORG# die Anfrage für den Austausch eingereicht. Sie erhalten einen Link zur Bestätigung Ihrer Informationen. Sie können es bei Bedarf bearbeiten. Wenn alles korrekt ist, klicken Sie auf Zustimmen Ich sende Ihnen den Rest der Schritte per E-Mail. Kann ich Ihnen im Moment noch weiterhelfen?","<speaker1>Thank you. Allow me one moment to process it, please. I just submitted the request for the replacement. You will receive a link to confirm your information. You can edit it if necessary. If everything is correct, please click on Agree. I'll send you the rest of the steps via e-mail, please. At the moment, is there anything else I can help you with?","<speaker2>Das Mail kam bisher noch nicht, aber wenn das klappt, ist das wunderbar. Vielen lieben Dank!","<speaker2>The mail hasn't arrived yet, but if that works, it's wonderful. Thank you so much!",2,0,1,1,1,1,4
"<speaker2>Das Mail kam bisher noch nicht, aber wenn das klappt, ist das wunderbar. Vielen lieben Dank!","<speaker2>The mail hasn't arrived yet, but if that works, it's wonderful. Thank you so much!",<speaker2>Bitte überprüfen Sie auch den Spam-/Junk-Ordner.,<speaker2>Please also check the spam/junk folder.,2,0,1,1,1,1,4
<speaker1>Bitte überprüfen Sie auch den Spam-/Junk-Ordner.,<speaker1>Please also check the spam/junk folder.,<speaker2>Das Mail ist angekommen. Vielen Dank für die zuvorkommende Hilfe! Freundliche Grüsse und schöne Festtage,<speaker2>The mail has arrived. Thank you very much for the courteous help! Friendly greetings and nice holidays,2,0,1,1,1,1,5
<speaker2>Das Mail ist angekommen. Vielen Dank für die zuvorkommende Hilfe! Freundliche Grüsse und schöne Festtage,<speaker2>The mail has arrived. Thank you very much for the courteous help! Friendly greetings and nice holidays,"<speaker2>Perfekt, großartig! Und gern geschehen. Wenn es nichts anderes gibt, bei dem ich Ihnen helfen kann, dann wäre das alles von meiner Seite. Ich wünsche Ihnen einen schönen Tag und wünsche Ihnen auch frohe Feiertage.","<speaker2>Perfect, great news! And you're welcome. If there's nothing else I can help you with, then that would be all from my side. Have a very good day and I wish you happy holidays too.",2,0,1,1,1,1,5
"<speaker2>Mein #PRS_ORG# #PRS_ORG# ist defekt und ich kann meine ebooks nicht auf meinen neuen #PRS_ORG#, da ich die Bücher vermutlich ohne eigene Autorisierung heruntergeladen habe. Somit fehlt mir die passende #PRS_ORG#-ID. Wie kann man diese zurückstellen? wie gesagt, ist mein #PRS_ORG# defekt. Letztes Buch: #PRS_ORG# - #NAME#","<speaker2>My #PRS_ORG# #PRS_ORG# is broken and I can't load my ebooks to my new #PRS_ORG# because I probably downloaded the books without my own authorization. So I don't have the appropriate #PRS_ORG# ID. How can you reset them? As I said, my #PRS_ORG# is defective. Last book: #PRS_ORG# - #NAME#","<speaker2>Danke für die Information. Ich helfe Ihnen sehr gerne weiter. Nur um zu bestätigen, Sie möchten die #PRS_ORG#-Bücher auf den #PRS_ORG# übertragen, richtig?","<speaker2>Thank you for the information. I will be more than happy to assist you. Just to confirm, you wish to transfer the #PRS_ORG# books to the #PRS_ORG#, correct?",2,0,1,1,1,1,5
"<speaker1>Danke für die Information. Ich helfe Ihnen sehr gerne weiter. Nur um zu bestätigen, Sie möchten die #PRS_ORG#-Bücher auf den #PRS_ORG# übertragen, richtig?","<speaker1>Thank you for the information. I will be more than happy to assist you. Just to confirm, you wish to transfer the #PRS_ORG# books to the #PRS_ORG#, correct?",<speaker2>ja,<speaker2>Yes.,2,0,1,1,1,1,5
<speaker2>ja,<speaker2>Yes.,<speaker2>Erhalten Sie eine Fehlermeldung?,<speaker2>Are you getting an error message?,2,0,1,1,1,1,4
<speaker1>Erhalten Sie eine Fehlermeldung?,<speaker1>Are you getting an error message?,"<speaker2>ja, dass das Buch schon von einem anderen Nutzer (nehme an, mit der ursprünglich vergebenen #ALPHANUMERIC_ID#) genutzt wird irgendwasmit used by another user ...","<speaker2>Yes, that the book is already used by another user (suppose using the originally allocated #ALPHANUMERIC_ID#) Somehow used by another user...",2,0,1,1,1,1,4
"<speaker2>ja, dass das Buch schon von einem anderen Nutzer (nehme an, mit der ursprünglich vergebenen #ALPHANUMERIC_ID#) genutzt wird irgendwasmit used by another user ...","<speaker2>Yes, that the book is already used by another user (suppose using the originally allocated #ALPHANUMERIC_ID#) Somehow used by another user...","<speaker2>Oh, ich verstehe. In diesem Fall kann ich die DRM-Lizenz für die #PRS_ORG#-Bücher zurücksetzen.","<speaker2>Oh I understand. In this case, I can reset the DRM license for the #PRS_ORG# books.",2,0,1,1,1,1,4
