ctx_src,ctx_tgt,res_src,res_tgt,correctness,templated,engagement,understanding,sensibleness,politeness,iq
<speaker2>Como assim?,<speaker2>How so?,"<speaker2>Quando você fizer login, você pode escolher, #PRS_ORG#, #PRS_ORG# , #PRS_ORG# para fazer login. Você pode me dizer qual está usando?","<speaker2>when you login you can choose, #PRS_ORG#, #PRS_ORG# , #PRS_ORG#  to sign in. can you please tell me witch one are you using?",2,0,1,1,1,1,4
"<speaker1>Quando você fizer login, você pode escolher, #PRS_ORG#, #PRS_ORG# , #PRS_ORG# para fazer login. Você pode me dizer qual está usando?","<speaker1>when you login you can choose, #PRS_ORG#, #PRS_ORG# , #PRS_ORG#  to sign in. can you please tell me witch one are you using?",<speaker2>#PRS_ORG#,<speaker2>#PRS_ORG#,2,0,1,1,1,1,4
<speaker2>#PRS_ORG#,<speaker2>#PRS_ORG#,<speaker2>Sua conta não tem essa opção de login. Tente com a opção #PRS_ORG#,"<speaker2>Your account doesn't have this login option, please try with the #PRS_ORG# option",2,0,1,1,1,1,3
<speaker1>Sua conta não tem essa opção de login. Tente com a opção #PRS_ORG#,"<speaker1>Your account doesn't have this login option, please try with the #PRS_ORG# option",<speaker2>Como eu faço isso?,<speaker2>How do I do this?,2,0,1,1,1,1,3
<speaker2>Como eu faço isso?,<speaker2>How do I do this?,<speaker2>Clique em mais opções de login e escolha #PRS_ORG#,<speaker2>Click on more sign in options and choose #PRS_ORG#,2,1,1,1,1,1,4
<speaker1>Clique em mais opções de login e escolha #PRS_ORG#,<speaker1>Click on more sign in options and choose #PRS_ORG#,"<speaker2>Vem a seguinte mensagem: To keep your #PRS_ORG# account safe, we've locked you out after five failed attempts at signing in. Use the Forgot Password link below to reset your password, then try again.","<speaker2>Here's the following message: To keep your #PRS_ORG# account safe, we've locked you out after five failed attempts at signing in. Use the Forgot Password link below to reset your password, then try again.",2,1,1,1,1,1,4
"<speaker2>Vem a seguinte mensagem: To keep your #PRS_ORG# account safe, we've locked you out after five failed attempts at signing in. Use the Forgot Password link below to reset your password, then try again.","<speaker2>Here's the following message: To keep your #PRS_ORG# account safe, we've locked you out after five failed attempts at signing in. Use the Forgot Password link below to reset your password, then try again.",<speaker2>Deixe-me enviar o email de redefinição,<speaker2>Let me send you the reset email,2,0,1,1,1,1,4
<speaker1>Deixe-me enviar o email de redefinição,<speaker1>Let me send you the reset email,<speaker2>ok,<speaker2>OK.,2,0,1,1,1,1,4
<speaker2>ok,<speaker2>OK.,"<speaker2>Enviado, por favor me ajude a revisar seu email e alterar a senha","<speaker2>Sent, please help me review your email and change the password",2,0,1,1,1,1,4
"<speaker1>Enviado, por favor me ajude a revisar seu email e alterar a senha","<speaker1>Sent, please help me review your email and change the password",<speaker2>Veio um link para eu entrar. É isso mesmo?,<speaker2>Came a link for me to enter. Is that right?,2,0,1,1,1,1,4
<speaker2>Veio um link para eu entrar. É isso mesmo?,<speaker2>Came a link for me to enter. Is that right?,"<speaker2>Sim, por favor, clique nisso Como vão as coisas?","<speaker2>Yes, please click on that How is it going?",2,0,1,1,1,1,4
"<speaker1>Sim, por favor, clique nisso Como vão as coisas?","<speaker1>Yes, please click on that How is it going?",<speaker2>Ok . Criei nova senha e veio a mensagem: Não encontramos uma conta com esse endereço de e-mail ou senha. Verifique se você digitou corretamente.,<speaker2>OK? I created a new password and the message came: We did not find an account with this email address or password. Make sure you typed correctly.,2,0,1,1,1,1,4
<speaker2>Ok . Criei nova senha e veio a mensagem: Não encontramos uma conta com esse endereço de e-mail ou senha. Verifique se você digitou corretamente.,<speaker2>OK? I created a new password and the message came: We did not find an account with this email address or password. Make sure you typed correctly.,"<speaker2>Obrigado, e você está usando a opção de login do #PRS_ORG#?","<speaker2>Thank you, and are you using the #PRS_ORG# login option?",2,0,1,1,1,1,4
"<speaker1>Obrigado, e você está usando a opção de login do #PRS_ORG#?","<speaker1>Thank you, and are you using the #PRS_ORG# login option?",<speaker2>Isso mesmo,<speaker2>That's right,2,0,1,1,1,1,4
<speaker2>Isso mesmo,<speaker2>That's right,"<speaker2>Por favor, me ajude tentando de outro navegador ou de modo anônimo Como vão as coisas?",<speaker2>Please help me trying from another browser or incognito mode How is it going?,2,0,1,1,1,1,4
"<speaker1>Por favor, me ajude tentando de outro navegador ou de modo anônimo Como vão as coisas?",<speaker1>Please help me trying from another browser or incognito mode How is it going?,<speaker2>OK consegui entrar. Ufa!! Agora estou em configurações de conta.,<speaker2>Ok I managed to enter. Ufa!! Now I am in account settings.,2,0,1,1,1,1,4
<speaker2>OK consegui entrar. Ufa!! Agora estou em configurações de conta.,<speaker2>Ok I managed to enter. Ufa!! Now I am in account settings.,<speaker2>Perfeito!,<speaker2>Perfect,2,0,1,1,1,1,5
<speaker1>Perfeito!,<speaker1>Perfect,<speaker2>E agora?,<speaker2>What about now?,2,0,1,1,1,1,4
<speaker2>E agora?,<speaker2>What about now?,"<speaker2>4 Clique em ""Minha conta"" na parte superior da tela. 5 Clique em ""Configurações da Conta"". 6 Opções de Login 7 Procure a opção de login que você deseja vincular e vincule-o.",<speaker2>4 Click My Account at the top of the screen. 5 Click Account Settings. 6 Sign-In Options 7 Look for the Sign-in option you want to link and link it.,2,1,1,1,1,1,4
"<speaker1>4 Clique em ""Minha conta"" na parte superior da tela. 5 Clique em ""Configurações da Conta"". 6 Opções de Login 7 Procure a opção de login que você deseja vincular e vincule-o.",<speaker1>4 Click My Account at the top of the screen. 5 Click Account Settings. 6 Sign-In Options 7 Look for the Sign-in option you want to link and link it.,<speaker2>Ao lado de Livraria cultura clicar em vincular essa conta?,<speaker2>Next to Bookstore culture click link this account?,2,0,1,1,1,1,4
<speaker2>Ao lado de Livraria cultura clicar em vincular essa conta?,<speaker2>Next to Bookstore culture click link this account?,"<speaker2>Sim, por favor, clique aí, isso solicitará sua cotna da #PRS_ORG# Conta*","<speaker2>Yes, please click in there, it will ask for your #PRS_ORG# accoutnt account*",1,0,1,1,1,1,4
"<speaker1>Sim, por favor, clique aí, isso solicitará sua cotna da #PRS_ORG# Conta*","<speaker1>Yes, please click in there, it will ask for your #PRS_ORG# accoutnt account*",<speaker2>Voltou no #PRS_ORG# e Entrar. Quando cliquei em entrar veio: Não encontramos uma conta com esse endereço de e-mail ou senha. Verifique se você digitou corretamente.,<speaker2>He returned to #PRS_ORG# and Enter. When I clicked on login came: We did not find an account with this email address or password. Make sure you typed correctly.,2,0,1,1,1,1,3
<speaker2>Voltou no #PRS_ORG# e Entrar. Quando cliquei em entrar veio: Não encontramos uma conta com esse endereço de e-mail ou senha. Verifique se você digitou corretamente.,<speaker2>He returned to #PRS_ORG# and Enter. When I clicked on login came: We did not find an account with this email address or password. Make sure you typed correctly.,<speaker2>Por favor me ajude tentando novamente,<speaker2>Please help me trying again,2,0,1,1,1,1,3
<speaker1>Por favor me ajude tentando novamente,<speaker1>Please help me trying again,<speaker2>Repeti os passos Vincular essa conta a o lado da #PRS_ORG# e sempre vem a mensagema cima acima,<speaker2>I repeated the steps Link this account to the side of #PRS_ORG# and always comes the message up Above,1,0,1,1,1,1,3
<speaker2>Repeti os passos Vincular essa conta a o lado da #PRS_ORG# e sempre vem a mensagema cima acima,<speaker2>I repeated the steps Link this account to the side of #PRS_ORG# and always comes the message up Above,<speaker2>E você consegue fazer login na #PRS_ORG#?,<speaker2>And are you able to login to #PRS_ORG#?,2,0,1,1,1,1,3
<speaker1>E você consegue fazer login na #PRS_ORG#?,<speaker1>And are you able to login to #PRS_ORG#?,"<speaker2>Como assim? Sim, normal","<speaker2>How so? Yes, normal",2,0,1,1,1,1,3
"<speaker2>Como assim? Sim, normal","<speaker2>How so? Yes, normal","<speaker2>O que posso fazer é escalar para que nossa equipe possa revisar, mas também sugiro que o senhor entre em contato com a #PRS_ORG#.",<speaker2>What I can do it's to escalate so our team can review but I will also suggest for you to contact #PRS_ORG# as well.,2,1,1,1,1,1,3
"<speaker1>O que posso fazer é escalar para que nossa equipe possa revisar, mas também sugiro que o senhor entre em contato com a #PRS_ORG#.",<speaker1>What I can do it's to escalate so our team can review but I will also suggest for you to contact #PRS_ORG# as well.,"<speaker2>Já entrei em contato com a #PRS_ORG# e ela tentou e disse que o problema é com a #PRS_ORG# e que eu deveria entrar em contato com vocês...tá difícil, hein?","<speaker2>I've contacted the #PRS_ORG# and she tried and said that the problem is with #PRS_ORG# and that I should get in touch with you... that's hard, huh?",2,0,1,1,1,0,3
"<speaker2>Já entrei em contato com a #PRS_ORG# e ela tentou e disse que o problema é com a #PRS_ORG# e que eu deveria entrar em contato com vocês...tá difícil, hein?","<speaker2>I've contacted the #PRS_ORG# and she tried and said that the problem is with #PRS_ORG# and that I should get in touch with you... that's hard, huh?","<speaker2>Eescalarei para ver o que a nossa equipe pode fazer, porque a #PRS_ORG# tem outro sistema. Não há muito que possamos fazer do nosso lado, mas atualizaremos o senhor por e-mail, está bem?","<speaker2>I will escalate to see what our team can do,  due to #PRS_ORG# having another system there is only so much we can do from our end but we will update you via email ok?",2,1,1,1,1,1,3
"<speaker1>Eescalarei para ver o que a nossa equipe pode fazer, porque a #PRS_ORG# tem outro sistema. Não há muito que possamos fazer do nosso lado, mas atualizaremos o senhor por e-mail, está bem?","<speaker1>I will escalate to see what our team can do,  due to #PRS_ORG# having another system there is only so much we can do from our end but we will update you via email ok?",<speaker2>ok,<speaker2>OK.,2,0,1,1,1,1,3
<speaker2>ok,<speaker2>OK.,<speaker2>Obrigado. Há algo mais em que eu possa ajudá-lo enquanto isso?,<speaker2>Thank you! Is there anything else I can help you with in the meantime?,2,0,1,1,1,1,4
<speaker1>Obrigado. Há algo mais em que eu possa ajudá-lo enquanto isso?,<speaker1>Thank you! Is there anything else I can help you with in the meantime?,<speaker2>Pode. Resolver o problema,<speaker2>Can. Solve the problem,2,0,0,1,1,0,2
<speaker2>Pode. Resolver o problema,<speaker2>Can. Solve the problem,"<speaker2>Vamos revisar e ver o que mais podemos tentar no nosso lado. Há algo mais em que eu possa ajudá-lo enquanto isso? Infelizmente devido a objetivos de qualidade, terei que fechar este chat, se não receber uma resposta em 2 minutos.","<speaker2>We will review and see what else can we try on our end,  is there anything else I can help you with in the meantime? Unfortunately due to quality purposes, I will have to close this chat if I don’t receive a response in 2 minutes.",2,1,0,1,1,1,3
"<speaker1>Vamos revisar e ver o que mais podemos tentar no nosso lado. Há algo mais em que eu possa ajudá-lo enquanto isso? Infelizmente devido a objetivos de qualidade, terei que fechar este chat, se não receber uma resposta em 2 minutos.","<speaker1>We will review and see what else can we try on our end,  is there anything else I can help you with in the meantime? Unfortunately due to quality purposes, I will have to close this chat if I don’t receive a response in 2 minutes.",<speaker2>ok,<speaker2>OK.,2,0,1,1,1,1,2
<speaker2>ok,<speaker2>OK.,"<speaker2>Se tiver mais problemas ou dúvidas, não hesite em entrar em contato novamente. Obrigado por entrar em contato com a #PRS_ORG#, foi um prazer ajudá-lo hoje. Espero que o senhor tenha um excelente dia.","<speaker2>If you have any more issues or questions, do not hesitate to contact us again. Thank you for contacting #PRS_ORG#, it was my pleasure to assist you today. I hope you have an excellent day.",2,1,1,1,1,1,4
"<speaker2>O meu livro ""Música"" não mostra as imagens nem no #PRS_ORG# nem no telemóvel. Existe alguma versão melhor? Claro! :) #EMAIL#","<speaker2>My book ""Music"" does not show the images either on #PRS_ORG# or on mobile. Is there any better version? Of course! :) #EMAIL#",<speaker2>Obrigado pela informação. Terei todo o prazer em ajudá-lo!,<speaker2>Thank you for the information. I will be more than happy to assist you.,2,1,1,1,1,1,5
<speaker1>Obrigado pela informação. Terei todo o prazer em ajudá-lo!,<speaker1>Thank you for the information. I will be more than happy to assist you.,<speaker2>Visitor uploaded: #PHONENUMBER#.jpg URL: #URL# Type: image/jpeg Size: #PHONENUMBER#,<speaker2>Visitor uploaded: #PHONENUMBER#.jpg Url: #URL# Type: Image/jpeg Size: #PHONENUMBER#,2,0,1,1,1,1,5
<speaker2>Visitor uploaded: #PHONENUMBER#.jpg URL: #URL# Type: image/jpeg Size: #PHONENUMBER#,<speaker2>Visitor uploaded: #PHONENUMBER#.jpg Url: #URL# Type: Image/jpeg Size: #PHONENUMBER#,<speaker2>Seu e-book tem um problema de conteúdo?,<speaker2>does your ebook has a content problem?,2,0,1,1,1,1,4
<speaker1>Seu e-book tem um problema de conteúdo?,<speaker1>does your ebook has a content problem?,<speaker2>É isto que acontece. No telemóvel é igual.,<speaker2>This is what happens. On your phone it's the same.,2,0,1,1,1,1,4
<speaker2>É isto que acontece. No telemóvel é igual.,<speaker2>This is what happens. On your phone it's the same.,"<speaker2>Ok, provavelmente o e-book está mal formatado",<speaker2>ok probably the ebook is poorly formatted,2,0,1,1,1,1,4
"<speaker1>Ok, provavelmente o e-book está mal formatado",<speaker1>ok probably the ebook is poorly formatted,<speaker2>Não sei se não terei o ficheiro corrompido ou se é um problema geral,<speaker2>I don't know if I won't have the corrupted file or if it's a general problem,2,0,1,1,1,1,4
<speaker2>Não sei se não terei o ficheiro corrompido ou se é um problema geral,<speaker2>I don't know if I won't have the corrupted file or if it's a general problem,<speaker2>Vamos tentar uma solução de problemas,<speaker2>let's try a troubleshooting,2,0,1,1,1,1,4
<speaker1>Vamos tentar uma solução de problemas,<speaker1>let's try a troubleshooting,<speaker2>Acabei de dizer que o erro acontece no android... e nao acontece com mais livro nenhum.,<speaker2>I just said that the error happens on android... and it doesn't happen to any more book.,2,0,1,1,1,0,3
<speaker2>Acabei de dizer que o erro acontece no android... e nao acontece com mais livro nenhum.,<speaker2>I just said that the error happens on android... and it doesn't happen to any more book.,<speaker2>Você mencionou que não está funcionando no Android e no e-reader,<speaker2>you mentioned that is not working on the android and the ereader,2,0,1,1,1,0,3
<speaker1>Você mencionou que não está funcionando no Android e no e-reader,<speaker1>you mentioned that is not working on the android and the ereader,<speaker2>Sim :),<speaker2>Yes.,2,0,1,1,1,1,4
<speaker2>Sim :),<speaker2>Yes.,"<speaker2>Reparar sua conta da #PRS_ORG# no Android Na tela inicial do #PRS_ORG# app, toque No canto superior esquerdo. Toque em ''Configurações''. Toque em Reparar sua conta. Toque em Reparar. #NAME? Reparar sua conta da #PRS_ORG# no e-reader 1 Vá para a tela inicial. 2 Toque no ícone ""Mais"" na parte inferior da tela. 3 Toque em Configurações. 4 Toque em ''Informações do dispositivo''. 5 Ao lado de ""Reparar sua conta da #PRS_ORG#"", toque em ""Reparar"". 6 Toque em Reparar agora. O processo de reparo da conta será iniciado. Se você tiver muitos livros, pode demorar um tempo. Se reparar sua conta não resolveu o problema: #NAME? 1 Vá para a tela inicial. 2 Toque no ícone ""Mais"" na parte inferior da tela. 3 Toque em Configurações. 4 Toque em Contas. 5 Em #PRS_ORG#, toque em Sair. Uma tela de confirmação aparecerá. 6 Toque em Sair. Depois de sair, siga as instruções na tela para configurar seu e-reader.","<speaker2>Repairing your #PRS_ORG# account on Android From the #PRS_ORG# App's home screen, tap at the top left corner. #NAME? #NAME? - Tap Repair. ... #NAME? Repairing your #PRS_ORG# account on eReader 1 Go to your Home screen. 2 Tap the More icon at the bottom of the screen. 3 Tap Settings. 4 Tap Device information. 5 Beside 'Repair your #PRS_ORG# account', tap Repair. 6 Tap Repair now. The account repair process will begin. If you have a lot of books, it may take a while. If repairing your account didn't solve the issue: #NAME? 1 Go to your Home screen. 2 Tap the More icon at the bottom of the screen. 3 Tap Settings. 4 Tap Accounts. 5 Under #PRS_ORG#, tap Sign out. A confirmation screen will appear. 6 Tap Sign out. After you sign out, follow the onscreen instructions to set up your eReader.",2,1,1,1,1,1,4
"<speaker1>Reparar sua conta da #PRS_ORG# no Android Na tela inicial do #PRS_ORG# app, toque No canto superior esquerdo. Toque em ''Configurações''. Toque em Reparar sua conta. Toque em Reparar. #NAME? Reparar sua conta da #PRS_ORG# no e-reader 1 Vá para a tela inicial. 2 Toque no ícone ""Mais"" na parte inferior da tela. 3 Toque em Configurações. 4 Toque em ''Informações do dispositivo''. 5 Ao lado de ""Reparar sua conta da #PRS_ORG#"", toque em ""Reparar"". 6 Toque em Reparar agora. O processo de reparo da conta será iniciado. Se você tiver muitos livros, pode demorar um tempo. Se reparar sua conta não resolveu o problema: #NAME? 1 Vá para a tela inicial. 2 Toque no ícone ""Mais"" na parte inferior da tela. 3 Toque em Configurações. 4 Toque em Contas. 5 Em #PRS_ORG#, toque em Sair. Uma tela de confirmação aparecerá. 6 Toque em Sair. Depois de sair, siga as instruções na tela para configurar seu e-reader.","<speaker1>Repairing your #PRS_ORG# account on Android From the #PRS_ORG# App's home screen, tap at the top left corner. #NAME? #NAME? - Tap Repair. ... #NAME? Repairing your #PRS_ORG# account on eReader 1 Go to your Home screen. 2 Tap the More icon at the bottom of the screen. 3 Tap Settings. 4 Tap Device information. 5 Beside 'Repair your #PRS_ORG# account', tap Repair. 6 Tap Repair now. The account repair process will begin. If you have a lot of books, it may take a while. If repairing your account didn't solve the issue: #NAME? 1 Go to your Home screen. 2 Tap the More icon at the bottom of the screen. 3 Tap Settings. 4 Tap Accounts. 5 Under #PRS_ORG#, tap Sign out. A confirmation screen will appear. 6 Tap Sign out. After you sign out, follow the onscreen instructions to set up your eReader.",<speaker2>Mas só neste livro Eu sei onde reparar obrigada Mas vale a pena reparar por apenas 1 ficheiro dar problemas? Os outros livros não dão,<speaker2>But only in this book I know where to repair thank you But is it worth repairing for only 1 file to give problems? The other books do not give,2,0,1,1,1,1,3
<speaker2>fiz a compra de um livro com o email diferente do configurado inicial e foi aceite  a compra com um cartão #PRS_ORG# de oferta e que e foi transmitido para o leitor mas não o consigo abrir. o que fazer? #EMAIL# #NAME#,<speaker2>I made the purchase of a book with the email different from the initial set up and was accepted the purchase with an offer #PRS_ORG# card and that and was transmitted to the reader but I can not open it. What to do? #EMAIL# #NAME#,"<speaker2>Olá, #NAME#! Meu nome é #NAME# e eu vou ajudá-lo",<speaker2>Hello #NAME#! My name is #NAME# and I will assist you,1,1,1,1,1,1,5
"<speaker1>Olá, #NAME#! Meu nome é #NAME# e eu vou ajudá-lo",<speaker1>Hello #NAME#! My name is #NAME# and I will assist you,<speaker2>Ok,<speaker2>OK?,2,0,1,1,1,1,5
<speaker2>Ok,<speaker2>OK?,<speaker2>Por favor me diga qual livro você comprou,<speaker2>Please tell me which book you purchased,2,0,1,1,1,1,5
<speaker1>Por favor me diga qual livro você comprou,<speaker1>Please tell me which book you purchased,<speaker2>Polícia,<speaker2>Police,2,0,1,1,1,1,5
<speaker2>Polícia,<speaker2>Police,"<speaker2>Ok, eu. posso ver o livro na sua conta. Por favor, diga-me em qual dispositivo você está tentando abrir este livro Eu atualizei o conteúdo do seu livro. Por favor, tente abri-lo agora Sinto muito, devido a objetivos de qualidade, terei que encerrar este chat se não receber uma resposta em 2 minutos.","<speaker2>Ok, I can see the book on your account. Please tell me in which device you are tryiung to open this book I have updated the content of your book. Please try to open it now I am sorry, due to quality purposes I will have to close this chat if I don’t receive a response in 2 minutes.",0,0,1,1,1,1,4
"<speaker1>Ok, eu. posso ver o livro na sua conta. Por favor, diga-me em qual dispositivo você está tentando abrir este livro Eu atualizei o conteúdo do seu livro. Por favor, tente abri-lo agora Sinto muito, devido a objetivos de qualidade, terei que encerrar este chat se não receber uma resposta em 2 minutos.","<speaker1>Ok, I can see the book on your account. Please tell me in which device you are tryiung to open this book I have updated the content of your book. Please try to open it now I am sorry, due to quality purposes I will have to close this chat if I don’t receive a response in 2 minutes.","<speaker2>estou a procura da designação do modelo, mas é o inicial da vossa lista","<speaker2>I am looking for the model designation, but it is the beginning of your list",1,0,1,1,1,1,4
"<speaker2>estou a procura da designação do modelo, mas é o inicial da vossa lista","<speaker2>I am looking for the model designation, but it is the beginning of your list","<speaker2>Ok, não se preocupe. Tente abrir o livro agora Bem, pressione o ícone de sincronização e depois tente abrir o livro","<speaker2>Ok, don't worry. Try to open the book now Well, press the sync icon and then try to open the book",2,0,1,1,1,1,4
"<speaker1>Ok, não se preocupe. Tente abrir o livro agora Bem, pressione o ícone de sincronização e depois tente abrir o livro","<speaker1>Ok, don't worry. Try to open the book now Well, press the sync icon and then try to open the book",<speaker2>continua a não abrir,<speaker2>Continues not to open,2,0,1,1,1,1,4
<speaker2>continua a não abrir,<speaker2>Continues not to open,"<speaker2>Por favor, tente estas etapas Vá para a tela inicial. Clique no ícone Mais na parte de baixo da tela. Clique em ''Configurações''. Clique em ''Informações do dispositivo''. Ao lado de ""Reparar seu conta da #PRS_ORG#"", clique em ""Reparar"". Clique em Reparar agora. O processo de reparo da conta será iniciado. Se você tiver muitos livros, pode demorar um tempo. Depois do término do processo de reparo, você pode: Procure seu livro para ver se aparece. Navegue no menu ' Meus livros ' para ver se seus livros que estavam faltando aparecem.","<speaker2>Please try this steps Go to your Home screen. Tap the  More icon at the bottom of the screen. Tap Settings. Tap Device information. Beside 'Repair your #PRS_ORG# account', tap Repair. Tap Repair now. The account repair process will begin. If you have a lot of books, it may take a while. After the repair process is finished, you can: Search for your book to see if it appears. Browse the 'My Books' menu to see if your missing books appear.",1,1,1,1,1,1,4
"<speaker1>Por favor, tente estas etapas Vá para a tela inicial. Clique no ícone Mais na parte de baixo da tela. Clique em ''Configurações''. Clique em ''Informações do dispositivo''. Ao lado de ""Reparar seu conta da #PRS_ORG#"", clique em ""Reparar"". Clique em Reparar agora. O processo de reparo da conta será iniciado. Se você tiver muitos livros, pode demorar um tempo. Depois do término do processo de reparo, você pode: Procure seu livro para ver se aparece. Navegue no menu ' Meus livros ' para ver se seus livros que estavam faltando aparecem.","<speaker1>Please try this steps Go to your Home screen. Tap the  More icon at the bottom of the screen. Tap Settings. Tap Device information. Beside 'Repair your #PRS_ORG# account', tap Repair. Tap Repair now. The account repair process will begin. If you have a lot of books, it may take a while. After the repair process is finished, you can: Search for your book to see if it appears. Browse the 'My Books' menu to see if your missing books appear.",<speaker2>não está a resultar o livro aparece mas não abre,<speaker2>Does not result the book appears but does not open,2,0,1,1,1,1,3
<speaker2>não está a resultar o livro aparece mas não abre,<speaker2>Does not result the book appears but does not open,"<speaker2>Por favor me envie uma foto da mensagem que você está recebendo Por favor, fale pra mim em qual conta você está conectado, #NAME#",<speaker2>Please send me a photo of the message yo uare getting Please tell me in which account you are signed in #NAME#,1,1,1,1,1,1,4
"<speaker1>Por favor me envie uma foto da mensagem que você está recebendo Por favor, fale pra mim em qual conta você está conectado, #NAME#",<speaker1>Please send me a photo of the message yo uare getting Please tell me in which account you are signed in #NAME#,<speaker2>so´um momento enquanto ligo a camara,<speaker2>So ' a moment as I turn on the camara,1,0,1,1,1,1,4
<speaker2>so´um momento enquanto ligo a camara,<speaker2>So ' a moment as I turn on the camara,<speaker2>Certo.,<speaker2>Sure,2,0,1,1,1,1,4
<speaker1>Certo.,<speaker1>Sure,<speaker2>#EMAIL#,<speaker2>#EMAIL#,2,0,1,1,1,1,4
<speaker2>#EMAIL#,<speaker2>#EMAIL#,"<speaker2>Eu atualizei sua biblioteca. Por favor, clique no ícone de sincronização Então tente abrir seu livro",<speaker2>I have updated your library. Please tap the sync icon Then try to open your book,2,1,1,1,1,1,4
"<speaker1>Eu atualizei sua biblioteca. Por favor, clique no ícone de sincronização Então tente abrir seu livro",<speaker1>I have updated your library. Please tap the sync icon Then try to open your book,<speaker2>continua sem abrir mas vou mandar vou mandar a informação que me aparece,<speaker2>Still without opening but I'll send you the information that appears to me,2,0,1,1,1,1,4
<speaker2>continua sem abrir mas vou mandar vou mandar a informação que me aparece,<speaker2>Still without opening but I'll send you the information that appears to me,"<speaker2>Ok, por favor envie","<speaker2>Ok, please send it",2,1,1,1,1,1,4
