ctx_src,ctx_tgt,res_src,res_tgt,correctness,templated,engagement,understanding,sensibleness,politeness,iq
<speaker2>sim,<speaker2>Yes,"<speaker2>Ok, indique-me o NIF da empresa.","<speaker2>Ok, let me with that company VAT number.",2,0,1,1,1,1,5
"<speaker1>Ok, indique-me o NIF da empresa.","<speaker1>Ok, let me with that company VAT number.",<speaker2>o número?,<speaker2>The number?,2,0,1,1,1,1,4
<speaker2>o número?,<speaker2>The number?,<speaker2>Sim.,<speaker2>Yes.,2,0,1,1,1,1,5
<speaker1>Sim.,<speaker1>Yes.,<speaker2>#PHONENUMBER#,<speaker2>#PHONENUMBER#,,0,1,1,1,,5
<speaker2>#PHONENUMBER#,<speaker2>#PHONENUMBER#,<speaker2>Obrigado. Vou informar a minha equipa e atualizá-lo sobre o assunto.,<speaker2>Thank you. I will inform my team and update you regarding same.,2,0,1,1,1,1,5
<speaker1>Obrigado. Vou informar a minha equipa e atualizá-lo sobre o assunto.,<speaker1>Thank you. I will inform my team and update you regarding same.,<speaker2>Obrigado Fico a aguardar resposta.,<speaker2>Thank you I look forward to an answer.,2,0,1,1,1,1,5
<speaker2>Obrigado Fico a aguardar resposta.,<speaker2>Thank you I look forward to an answer.,<speaker2>Não tem de quê :) Claro. Há mais alguma coisa com que eu possa ajudá-lo?,<speaker2>Your welcome :) Sure. Is there anything else you want me to help you with ?,1,1,0,1,1,1,4
<speaker1>Não tem de quê :) Claro. Há mais alguma coisa com que eu possa ajudá-lo?,<speaker1>Your welcome :) Sure. Is there anything else you want me to help you with ?,<speaker2>para já é tudo.,<speaker2>For now it's all.,2,0,0,1,1,1,5
<speaker2>para já é tudo.,<speaker2>For now it's all.,<speaker2>Foi um prazer ajudar. Tenha um bom dia :) Fique seguro e saudável!! Feliz Ano Novo!!,<speaker2>It was my pleasure to assist you. Have a wonderful day :) Stay safe and healthy !! Happy New Year !!,2,1,0,1,1,1,5
<speaker1>Foi um prazer ajudar. Tenha um bom dia :) Fique seguro e saudável!! Feliz Ano Novo!!,<speaker1>It was my pleasure to assist you. Have a wonderful day :) Stay safe and healthy !! Happy New Year !!,<speaker2>Bom Ano Novo.,<speaker2>Good New Year.,2,0,0,1,1,1,5
<speaker2>Bom Ano Novo.,<speaker2>Good New Year.,<speaker2>Adeus!,<speaker2>Goodbye!,2,1,0,1,1,1,5
<speaker2>bom dia não estou a conseguir adicionar o meu equipamento #PRS_ORG# no  #PRS_ORG#. já sincronizei o equipamento com os dados da conta mas no no #PRS_ORG# quando faço continuar volta a mesma mensagem.,<speaker2>Good Morning. I'm not able to add my #PRS_ORG# equipment to  #PRS_ORG#. Already synchronized the equipment with the account data but no in #PRS_ORG# when do continue back the same message.,<speaker2>Obrigada por entrar em contacto com a #PRS_ORG#. O meu nome é #NAME#. Tenho todo o gosto em ajudá-lo hoje.,<speaker2>Thank you for contacting #PRS_ORG#. My name is #NAME#. I will be happy to help you today.,2,1,0,1,1,1,5
<speaker1>Obrigada por entrar em contacto com a #PRS_ORG#. O meu nome é #NAME#. Tenho todo o gosto em ajudá-lo hoje.,<speaker1>Thank you for contacting #PRS_ORG#. My name is #NAME#. I will be happy to help you today.,<speaker2>como podemos resolver esta situação?,<speaker2>How can we solve this situation?,2,0,1,1,1,1,4
<speaker2>como podemos resolver esta situação?,<speaker2>How can we solve this situation?,<speaker2>Sei que deseja adicionar o dispositivo à sua aplicação #PRS_ORG#.,<speaker2>I understand that you want to add the device to your #PRS_ORG# app,2,1,1,1,1,1,5
<speaker1>Sei que deseja adicionar o dispositivo à sua aplicação #PRS_ORG#.,<speaker1>I understand that you want to add the device to your #PRS_ORG# app,<speaker2>sim é isso mas a aplicação não esta a adicionar o equipamento.,<speaker2>Yes that's it but the application is not adding the equipment.,2,0,1,1,1,1,4
<speaker2>sim é isso mas a aplicação não esta a adicionar o equipamento.,<speaker2>Yes that's it but the application is not adding the equipment.,<speaker2>Poderia enviar-me o número de série do dispositivo e o endereço de e-mail? Associarei o dispositivo à sua conta.,<speaker2>Could you please help me with serial number of the device and email address I will link the device to your account.,1,1,1,1,1,1,5
<speaker1>Poderia enviar-me o número de série do dispositivo e o endereço de e-mail? Associarei o dispositivo à sua conta.,<speaker1>Could you please help me with serial number of the device and email address I will link the device to your account.,<speaker2>#DEVICEID#.#NUMBER#,<speaker2>#DEVICEID#.#NUMBER#,2,0,1,0,0,1,2
<speaker2>#DEVICEID#.#NUMBER#,<speaker2>#DEVICEID#.#NUMBER#,"<speaker2>O número de série do seu dispositivo. Pode ser encontrado na base do dispositivo, perto do código de barras no autocolante branco ou prateado. Geralmente, começa com 'C_No' ou 'S/N', seguido de uma ou duas letras e uma série de nove ou dez dígitos. Por exemplo, '#ALPHANUMERIC_ID#' ou '#ALPHANUMERIC_ID#''.","<speaker2>Your device serial number. It can be found on the base of the device, by the barcode on the white or silver sticker. It usually begins with 'C_No' or 'S/N' followed by one or two letters and a series of nine or ten more digits. For example, '#ALPHANUMERIC_ID#' or '#ALPHANUMERIC_ID#''.",2,1,1,1,1,1,3
"<speaker1>O número de série do seu dispositivo. Pode ser encontrado na base do dispositivo, perto do código de barras no autocolante branco ou prateado. Geralmente, começa com 'C_No' ou 'S/N', seguido de uma ou duas letras e uma série de nove ou dez dígitos. Por exemplo, '#ALPHANUMERIC_ID#' ou '#ALPHANUMERIC_ID#''.","<speaker1>Your device serial number. It can be found on the base of the device, by the barcode on the white or silver sticker. It usually begins with 'C_No' or 'S/N' followed by one or two letters and a series of nine or ten more digits. For example, '#ALPHANUMERIC_ID#' or '#ALPHANUMERIC_ID#''.",<speaker2>#EMAIL# #ALPHANUMERIC_ID#',<speaker2>#EMAIL# #ALPHANUMERIC_ID#',,1,1,1,1,,5
<speaker2>#EMAIL# #ALPHANUMERIC_ID#',<speaker2>#EMAIL# #ALPHANUMERIC_ID#',<speaker2>Já associei o dispositivo,<speaker2>I have now linked the device,2,0,1,1,1,1,5
<speaker1>Já associei o dispositivo,<speaker1>I have now linked the device,<speaker2>ok,<speaker2>OK.,2,0,1,1,1,1,5
<speaker2>ok,<speaker2>OK.,<speaker2>Perfeito! Fico feliz por ter sido útil hoje. Há mais alguma coisa em que possa ajudá-lo?,<speaker2>Perfect! I am happy I was able to help you today. Is there anything else I can assist you with ?,2,1,0,1,1,1,4
<speaker1>Perfeito! Fico feliz por ter sido útil hoje. Há mais alguma coisa em que possa ajudá-lo?,<speaker1>Perfect! I am happy I was able to help you today. Is there anything else I can assist you with ?,<speaker2>ok obrigado,<speaker2>Ok thank you,2,0,0,1,1,1,5
<speaker2>ok obrigado,<speaker2>Ok thank you,"<speaker2>Foi um prazer ajudá-lo. Gostaríamos muito de ouvir o seu feedback sobre a nossa conversa. Ao selecionar o ícone do polegar para cima ou para baixo (👍/👎), a sua classificação ficará concluída. Pode também deixar algumas observações adicionais.","<speaker2>It was my pleasure to assist you today. We would love to hear your feedback regarding our conversation. By selecting the thumbs up or down icon (👍/👎), your rating is complete. You can also choose to leave additional comments.",2,1,0,1,1,1,5
"<speaker2>Bom dia, Prezados senhores estou com problrma no display do meu relógio #PRS_ORG# music. O display esta falhamdo já quase todo apagado não há como utilizar. Acredito que já passou de um ano, porém como os senhores devem saber não temos serviços em nosso país Brasil, cidade de #PRS_ORG#. Pesso por favor que me ajudem de alguma forma. Obrigado Ok Eu estou numa situação inusitada,","<speaker2>Good Morning. Dear gentlemen I am with problem in the display of my watch #PRS_ORG# music. The display is missing almost all deleted there is no way to use. I believe it has passed a year, but as you should know we do not have services in our country Brazil, city of #PRS_ORG#. I ask you to help me in some way. Thank you OK. I am in an unusual situation,",<speaker2>Entendo que está a entrar em contacto do Brasil e está a ter um problema com a exibição do relógio.,<speaker2>I understand that you are contacting from Brazil and you are facing an issue with the display of the watch.,2,1,1,1,1,1,5
<speaker1>Entendo que está a entrar em contacto do Brasil e está a ter um problema com a exibição do relógio.,<speaker1>I understand that you are contacting from Brazil and you are facing an issue with the display of the watch.,"<speaker2>O relógio deu proema no display, as lojas fechadas. Inclusive onde comprei","<speaker2>The watch gave proema on the display, the stores closed. Even where I bought",0,0,1,1,1,1,5
"<speaker2>O relógio deu proema no display, as lojas fechadas. Inclusive onde comprei","<speaker2>The watch gave proema on the display, the stores closed. Even where I bought","<speaker2>Solicito que execute um reset no relógio. Pode consultar o link fornecido abaixo e de seguida executar todos os tipos de reset incluindo o reset de energia e, em seguida, verifique a exibição do relógio novamente.",<speaker2>I request you to perform reset on the watch. You may refer the link provided below and then perform all the types of reset including the power reset and then check the display of the watch again.,2,0,1,1,1,1,5
"<speaker1>Solicito que execute um reset no relógio. Pode consultar o link fornecido abaixo e de seguida executar todos os tipos de reset incluindo o reset de energia e, em seguida, verifique a exibição do relógio novamente.",<speaker1>I request you to perform reset on the watch. You may refer the link provided below and then perform all the types of reset including the power reset and then check the display of the watch again.,<speaker2>Vou tentar e te retorno. Ok? No computador? Com o cabo sim?,<speaker2>I will try and return you. OK. On the computer? With cable yes?,1,0,1,1,1,1,4
<speaker2>Vou tentar e te retorno. Ok? No computador? Com o cabo sim?,<speaker2>I will try and return you. OK. On the computer? With cable yes?,"<speaker2>No relógio. Por favor, execute todas as etapas com cuidado e pode entrar em contacto conosco se continuar a não funcionar.",<speaker2>On the watch. Please perform all the steps carefully and you may contact us back if it still dopes not work.,1,0,1,0,0,1,4
"<speaker1>No relógio. Por favor, execute todas as etapas com cuidado e pode entrar em contacto conosco se continuar a não funcionar.",<speaker1>On the watch. Please perform all the steps carefully and you may contact us back if it still dopes not work.,<speaker2>Estou perguntando: Conecta o relógio no computador para fazer ?,<speaker2>I'm asking: Connect the clock on the computer to do?,2,0,1,1,1,1,3
<speaker2>Estou perguntando: Conecta o relógio no computador para fazer ?,<speaker2>I'm asking: Connect the clock on the computer to do?,"<speaker2>Sim, mantenha o seu relógio conectado ao PC. Por favor, certifique-se de seguir as instruções cuidadosamente. Aprecio os seus esforços, se enfrentar qualquer problema ao executar as etapas, pode contactar-nos. Teremos todo o gosto em ajudar! Pode fechar esta conversa :) Desejo-lhe um feliz ano novo :)","<speaker2>Yes, keep your watch connected to the PC. Please make sure that you follow the instructions carefully. Appreciate your efforts, if you face any challenges while performing the steps you may contact us back. We will be more than happy to help you. You may close this conversation now :) Wish you a Happy new Year :)",1,0,0,1,1,1,5
"<speaker1>Sim, mantenha o seu relógio conectado ao PC. Por favor, certifique-se de seguir as instruções cuidadosamente. Aprecio os seus esforços, se enfrentar qualquer problema ao executar as etapas, pode contactar-nos. Teremos todo o gosto em ajudar! Pode fechar esta conversa :) Desejo-lhe um feliz ano novo :)","<speaker1>Yes, keep your watch connected to the PC. Please make sure that you follow the instructions carefully. Appreciate your efforts, if you face any challenges while performing the steps you may contact us back. We will be more than happy to help you. You may close this conversation now :) Wish you a Happy new Year :)","<speaker2>Vou executar Um feliz ano novo para você e família, para todos vocês aí. Jesus é o Senhor. Abraço","<speaker2>I will run A happy new year for you and family, for all of you there. Jesus is the Lord. Hug!",2,0,0,1,1,1,5
"<speaker2>Vou executar Um feliz ano novo para você e família, para todos vocês aí. Jesus é o Senhor. Abraço","<speaker2>I will run A happy new year for you and family, for all of you there. Jesus is the Lord. Hug!","<speaker2>Olá, obrigado por entrar em contacto com a #PRS_ORG#. O meu nome é #NAME#. Terei todo o gosto em assisti-lo hoje. Está ligado à conversa de chat?","<speaker2>Hello, Thank you for contacting #PRS_ORG#. My name is #NAME#. I will be happy to assist you today. Are you connected to the chat conversation?",2,1,0,1,1,1,4
"<speaker1>Olá, obrigado por entrar em contacto com a #PRS_ORG#. O meu nome é #NAME#. Terei todo o gosto em assisti-lo hoje. Está ligado à conversa de chat?","<speaker1>Hello, Thank you for contacting #PRS_ORG#. My name is #NAME#. I will be happy to assist you today. Are you connected to the chat conversation?",<speaker2>Oi já estou em atendimento Estou executando,<speaker2>Hi I am already in attendance I am running,2,0,1,1,1,1,5
<speaker2>Oi já estou em atendimento Estou executando,<speaker2>Hi I am already in attendance I am running,<speaker2>Obrigado pela informação. Tenha cuidado e mantenha-se em segurança! Obrigado por entrar em contacto com a #PRS_ORG#. Desejo-lhe um ótimo dia. Adeus.,<speaker2>Thank you informing Take care and stay safe Thank you for contacting #PRS_ORG#. Have a great day. Bye,2,1,0,0,1,1,5
"<speaker2>Acabei de comprar #PRS_ORG#, na instalação do #PRS_ORG# pendura sem mensagem. Também não consigo remover o #PRS_ORG# 127.0.0.0, ficando igualmente pendurado sem mensagem. Temho #PRS_ORG# Versão 20H2 #NUMBER#.551.0 Cumprimentos, #NAME#","<speaker2>I just bought #PRS_ORG#, in the installation of #PRS_ORG# hangs without message. I can't remove the #PRS_ORG# 127.0.0.0, also hanging without a message. Temho #PRS_ORG# Version 20H2 #NUMBER#.551.0 Best regards, #NAME#","<speaker2>Bom dia 😊 Obrigado por entrar em contacto com o Apoio ao cliente da #PRS_ORG#. O meu nome é #NAME# e irei ajudá-lo hoje. Entendo que comprou um #PRS_ORG# e instalou o #PRS_ORG# no computador Para remover o #PRS_ORG# HOME, há um conjunto de instruções",<speaker2>Good morning 😊 Thank you for contacting #PRS_ORG# Customer Support. My name is #NAME# and I will be assisting you today. I understand you have bought a #PRS_ORG# and installing the #PRS_ORG# on the computer To remove #PRS_ORG# home there are set of instructions,2,0,0,1,1,1,5
"<speaker1>Bom dia 😊 Obrigado por entrar em contacto com o Apoio ao cliente da #PRS_ORG#. O meu nome é #NAME# e irei ajudá-lo hoje. Entendo que comprou um #PRS_ORG# e instalou o #PRS_ORG# no computador Para remover o #PRS_ORG# HOME, há um conjunto de instruções",<speaker1>Good morning 😊 Thank you for contacting #PRS_ORG# Customer Support. My name is #NAME# and I will be assisting you today. I understand you have bought a #PRS_ORG# and installing the #PRS_ORG# on the computer To remove #PRS_ORG# home there are set of instructions,<speaker2>Conseguio ler meu 1º texto?,<speaker2>Can I read my 1st text?,0,0,1,1,1,1,4
<speaker2>Conseguio ler meu 1º texto?,<speaker2>Can I read my 1st text?,"<speaker2>Sim, verifiquei a primeira mensagem Precisa de seguir os passos 1, 2 e 3 neste link para eliminar o #PRS_ORG# HOME Além disso, o dispositivo está ligado, enquanto instala o #PRS_ORG#?","<speaker2>Yes, I checked the 1st text You need to follow step number 1, 2 and 3 on this link for deleting #PRS_ORG# home Also is the device connected when you are installing the #PRS_ORG#",2,0,1,1,1,1,5
"<speaker1>Sim, verifiquei a primeira mensagem Precisa de seguir os passos 1, 2 e 3 neste link para eliminar o #PRS_ORG# HOME Além disso, o dispositivo está ligado, enquanto instala o #PRS_ORG#?","<speaker1>Yes, I checked the 1st text You need to follow step number 1, 2 and 3 on this link for deleting #PRS_ORG# home Also is the device connected when you are installing the #PRS_ORG#",<speaker2>devo utilizar o #PRS_ORG# ou o MyDrive-Connect?,<speaker2>Should I use #PRS_ORG# or MyDrive-Connect?,2,0,1,1,1,1,4
<speaker2>devo utilizar o #PRS_ORG# ou o MyDrive-Connect?,<speaker2>Should I use #PRS_ORG# or MyDrive-Connect?,<speaker2>Precisa do #PRS_ORG# Connect do #PRS_ORG#,<speaker2>You need #PRS_ORG# connect of the #PRS_ORG#,1,0,1,1,1,1,5
<speaker1>Precisa do #PRS_ORG# Connect do #PRS_ORG#,<speaker1>You need #PRS_ORG# connect of the #PRS_ORG#,"<speaker2>#PRS_ORG# Correcto, queria então remover o #PRS_ORG#, mas pendura Na instalação do #PRS_ORG# também pendura","<speaker2>#PRS_ORG# Correct, then wanted to remove #PRS_ORG#, but hangs In the installation of #PRS_ORG# also hangs",2,0,1,1,1,1,5
"<speaker2>#PRS_ORG# Correcto, queria então remover o #PRS_ORG#, mas pendura Na instalação do #PRS_ORG# também pendura","<speaker2>#PRS_ORG# Correct, then wanted to remove #PRS_ORG#, but hangs In the installation of #PRS_ORG# also hangs","<speaker2>Ok, pare a instalação e verifique em adicionar ou remover programas, no menu iniciar, se vê o #PRS_ORG#. Desinstá-le e inicie a instalação novamente","<speaker2>Okay, stop the installation and check under add or remove program from the start menu if you see #PRS_ORG#. Uninstall it and start the installation again",2,1,1,0,0,1,2
"<speaker1>Ok, pare a instalação e verifique em adicionar ou remover programas, no menu iniciar, se vê o #PRS_ORG#. Desinstá-le e inicie a instalação novamente","<speaker1>Okay, stop the installation and check under add or remove program from the start menu if you see #PRS_ORG#. Uninstall it and start the installation again","<speaker2>Não mostra, proque pendura logo no arranque da instalação","<speaker2>Does not show, proce hangs right at the start of the installation",0,0,1,1,1,1,2
"<speaker2>Não mostra, proque pendura logo no arranque da instalação","<speaker2>Does not show, proce hangs right at the start of the installation",<speaker2>Pode enviar-me uma fotografia ou vídeo?,<speaker2>Can you send the picture or video to me,1,0,1,0,0,1,2
<speaker1>Pode enviar-me uma fotografia ou vídeo?,<speaker1>Can you send the picture or video to me,"<speaker2>Não é possível, porque fica pendurado logo no início da instalação sem mensagem!","<speaker2>It is not possible, because it hangs right at the beginning of the installation without message!",2,0,1,1,1,1,2
"<speaker2>Não é possível, porque fica pendurado logo no início da instalação sem mensagem!","<speaker2>It is not possible, because it hangs right at the beginning of the installation without message!","<speaker2>Ok, neste caso, precisa de reiniciar o computador e tentar novamente Se o problema persistir, responda-me com um pequeno vídeo para que eu possa verificar com a minha equipa e voltar a contactá-lo","<speaker2>Okay, in this case you need to restart the computer and try again If still the issue persists, then reply to me with a small video so I can check with my team and come back to you",2,0,1,1,1,1,5
"<speaker1>Ok, neste caso, precisa de reiniciar o computador e tentar novamente Se o problema persistir, responda-me com um pequeno vídeo para que eu possa verificar com a minha equipa e voltar a contactá-lo","<speaker1>Okay, in this case you need to restart the computer and try again If still the issue persists, then reply to me with a small video so I can check with my team and come back to you",<speaker2>Pode dar-me o link do #PRS_ORG# para download,<speaker2>Can give me the #PRS_ORG# link for download,1,0,1,1,1,1,4
<speaker2>Pode dar-me o link do #PRS_ORG# para download,<speaker2>Can give me the #PRS_ORG# link for download,"<speaker2>Sim, posso Use este link para instalar o #PRS_ORG#","<speaker2>yes, I can use this link to install the #PRS_ORG#",2,0,1,1,1,1,5
"<speaker1>Sim, posso Use este link para instalar o #PRS_ORG#","<speaker1>yes, I can use this link to install the #PRS_ORG#","<speaker2>Ok, obrigado. #NAME#","<speaker2>Ok, thank you. #NAME#",2,0,1,1,1,1,5
"<speaker2>Ok, obrigado. #NAME#","<speaker2>Ok, thank you. #NAME#",<speaker2>Há mais algum assunto com o qual possa ajudar?,<speaker2>Is there anything else I may assist you with today?,2,1,0,1,1,1,4
<speaker1>Há mais algum assunto com o qual possa ajudar?,<speaker1>Is there anything else I may assist you with today?,"<speaker2>Não, obrigado. #NAME#","<speaker2>No, thank you. #NAME#",2,0,0,1,1,1,5
"<speaker2>Não, obrigado. #NAME#","<speaker2>No, thank you. #NAME#","<speaker2>Solicito que clique em * * END CHAT * *, na parte inferior direita e feche o chat. Obrigado por entrar em contacto com o Apoio ao cliente da #PRS_ORG#. Tenha um bom dia! Fique bem! Desejo-lhe um feliz e saudável ano novo Por favor, clique em * * END CHAT * *, na parte inferior direita e feche o chat. Por favor, clique em * * END CHAT * *, na parte inferior direita e feche o chat.",<speaker2>I would request you to click on **END CHAT** at the right bottom and close the chat. Thank you for contacting #PRS_ORG# Customer Support. Have a nice day ahead. Take care. Have a happy and healthy new year. Please click on **END CHAT** at the right bottom and close the chat. Please click on **END CHAT** at the right bottom and close the chat.,2,1,0,1,1,1,5
"<speaker2>Boa tarde, o meu relógio deixou de apanhar o GPS, ou seja não arranca. Já fiz a reposição várias vezes mas mesmo assim não funciona. Preciso da vossa ajuda. Obrigada","<speaker2>Good afternoon, my watch stopped catching the GPS, that is, it doesn't start. I've made the replacement several times but still does not work. I need your help. Thanks","<speaker2>Olá, obrigada por entrar em contacto com o #PRS_ORG#. O meu nome é #NAME#. Tenho todo o gosto em ajudá-lo hoje. Lamento que tenha esse problema. Vou tentar ajudá-lo com isso. Pode enviar-me o número de série do seu dispositivo #PRS_ORG#, para que eu possa verificar os detalhes do dispositivo?","<speaker2>Hello, thank you for contacting #PRS_ORG#. My name is #NAME#. I will be glad to assist you today. I'm sorry to hear about the issue. I will surely try to help you with this. Can you help me with the Serial Number of your #PRS_ORG# device, so that I can check the device details?",2,1,0,1,1,1,4
"<speaker1>Olá, obrigada por entrar em contacto com o #PRS_ORG#. O meu nome é #NAME#. Tenho todo o gosto em ajudá-lo hoje. Lamento que tenha esse problema. Vou tentar ajudá-lo com isso. Pode enviar-me o número de série do seu dispositivo #PRS_ORG#, para que eu possa verificar os detalhes do dispositivo?","<speaker1>Hello, thank you for contacting #PRS_ORG#. My name is #NAME#. I will be glad to assist you today. I'm sorry to hear about the issue. I will surely try to help you with this. Can you help me with the Serial Number of your #PRS_ORG# device, so that I can check the device details?",<speaker2>#ALPHANUMERIC_ID#,<speaker2>#ALPHANUMERIC_ID#,,0,1,1,1,,5
<speaker2>#ALPHANUMERIC_ID#,<speaker2>#ALPHANUMERIC_ID#,"<speaker2>Obrigado pela informação. Por favor, dê-me um minuto ou dois enquanto confirmo os dados.",<speaker2>Thank you for the information. Please allow me a minute or two while I check the details for you.,2,1,1,1,1,1,5
"<speaker1>Obrigado pela informação. Por favor, dê-me um minuto ou dois enquanto confirmo os dados.",<speaker1>Thank you for the information. Please allow me a minute or two while I check the details for you.,<speaker2>OK. Obrigada,<speaker2>Ok. Thanks,2,0,1,1,1,1,5
<speaker2>OK. Obrigada,<speaker2>Ok. Thanks,"<speaker2>Obrigado por esperar. Agradeço a sua paciência. Para resolver o seu problema, peço-lhe que execute os passos que constam da seguinte ligação e que depois confirme se o problema está resolvido: Uma vez executados os passos, teste o dispositivo. Receberá uma transcrição do chat logo após o chat. Caso o problema persista, pode responder à mensagem para que eu possa orientá-lo. Há mais algum assunto com o qual possa ajudar?","<speaker2>Thank you for waiting. I appreciate your patience. In order to resolve your issue, I request you to perform the steps given in the below link and then test it : Once done then test it. You will receive a chat transcript right after the chat. In case of the issue persist you can reply to the same so that I can guide you accordingly. Is there anything else I can help you with today?",2,1,1,1,1,1,5
"<speaker1>Obrigado por esperar. Agradeço a sua paciência. Para resolver o seu problema, peço-lhe que execute os passos que constam da seguinte ligação e que depois confirme se o problema está resolvido: Uma vez executados os passos, teste o dispositivo. Receberá uma transcrição do chat logo após o chat. Caso o problema persista, pode responder à mensagem para que eu possa orientá-lo. Há mais algum assunto com o qual possa ajudar?","<speaker1>Thank you for waiting. I appreciate your patience. In order to resolve your issue, I request you to perform the steps given in the below link and then test it : Once done then test it. You will receive a chat transcript right after the chat. In case of the issue persist you can reply to the same so that I can guide you accordingly. Is there anything else I can help you with today?","<speaker2>Ok. Vou fazer novamente isso, e depois volto ao vosso contacto . Obrigada","<speaker2>OK. I will do this again, and then I return to your contact. Thanks",2,0,0,1,1,1,5
"<speaker2>Ok. Vou fazer novamente isso, e depois volto ao vosso contacto . Obrigada","<speaker2>OK. I will do this again, and then I return to your contact. Thanks","<speaker2>De nada. Obrigada por entrar em contacto com a #PRS_ORG#. Tenha um dia maravilhoso. Mantenha-se em segurança. Adeus. Por favor, use o ícone do polegar para avaliar a conversa. Gostaríamos de ter um feedback sobre a nossa conversa no chat. Por favor, desligue o chat do seu lado. Mantenha-se saudável. Cuide de si. Adeus. 🙂",<speaker2>You're welcome. Thank you for contacting #PRS_ORG#. Have a wonderful day ahead ! Stay safe. Bye. Please use the thumb icon to rate the chat. We would like to have a feed back on our chat conversation. Please disconnect the chat from your end. Stay Healthy. Take Care. Bye. 🙂,1,1,0,1,1,1,5
