ctx_src,ctx_tgt,res_src,res_tgt,correctness,templated,engagement,understanding,sensibleness,politeness,iq
<speaker2>Ja in Ordnung! Geht es dann auf meine #PRS_ORG# Konto zurück?,<speaker2>Yes okay! Will it then return to my #PRS_ORG# account?,<speaker2>Es geht auf Ihr Zahlungskonto zurück. Es tut mir leid für die Probleme. Kann ich Ihnen heute noch etwas helfen?,<speaker2>It will go back to your payment account. I am sorry for the problems. Is there anything else I can help you with today please?,2,0,1,1,1,1,5
<speaker1>Es geht auf Ihr Zahlungskonto zurück. Es tut mir leid für die Probleme. Kann ich Ihnen heute noch etwas helfen?,<speaker1>It will go back to your payment account. I am sorry for the problems. Is there anything else I can help you with today please?,"<speaker2>Vielen Dank, sie haben wir sehr schnell geholfen!","<speaker2>Thank you very much, we helped them very quickly!",2,0,1,,1,1,5
"<speaker2>Vielen Dank, sie haben wir sehr schnell geholfen!","<speaker2>Thank you very much, we helped them very quickly!","<speaker2>Vielen Dank, dass Sie sich heute unterhalten haben. Ich werde den Chat jetzt beenden, aber klicken Sie einfach auf die Schaltfläche, wenn Sie weitere Fragen haben. Sie erhalten in Kürze eine E-Mail, um unseren Chat heute zu bewerten. Wenn Sie einen Moment Zeit haben, darf ich Sie bitten, dies auszufüllen, ansonsten bedanke ich mich recht herzlich und wünsche Ihnen noch einen schönen Tag. Bleiben Sie sicher.",<speaker2>Thank you for chatting today. I'm going to end the chat now but just click the button if you have any other queries. You will shortly be receiving an email to rate our chat today. If you have a moment may I ask that you do fill this in please or alternatively thank you again and have a wonderful day. Stay safe.,2,0,1,1,1,1,5
"<speaker2>Hallo, ich habe Interesse an dem #PRS_ORG#. Allerdings finde ich keine Information zu der Scheuerbeständigkeit des Stoffes. Könnten Sie mir bitte mitteilen wie der Wert der ""Scheuertouren"" ist? Vielen Dank! Mit freundlichen Grüßen #NAME#","<speaker2>Hello, I am interested in the #PRS_ORG#. However, I find no information on the abrasion resistance of the substance. Could you please tell me how the value of the ""scrubbing tours"" is? Thank you! Best regards #NAME#","<speaker2>Hallo #NAME#, danke für die Kontaktaufnahme mit #PRS_ORG# Welche Farbe haben Sie bitte angeschaut?","<speaker2>HI #NAME#, thanks for contacting #PRS_ORG# Which colour were you looking at please?",2,0,1,1,1,1,5
"<speaker1>Hallo #NAME#, danke für die Kontaktaufnahme mit #PRS_ORG# Welche Farbe haben Sie bitte angeschaut?","<speaker1>HI #NAME#, thanks for contacting #PRS_ORG# Which colour were you looking at please?",<speaker2>Hudson Grau,<speaker2>Hudson Grau,2,0,1,1,1,1,5
<speaker2>Hudson Grau,<speaker2>Hudson Grau,"<speaker2>Danke, ich werde das jetzt für Sie ansehen","<speaker2>Thanks, I will look at this now for you",2,1,1,1,1,1,5
"<speaker1>Danke, ich werde das jetzt für Sie ansehen","<speaker1>Thanks, I will look at this now for you",<speaker2>Danke!,<speaker2>Thank you!,2,0,1,,,,
<speaker2>Danke!,<speaker2>Thank you!,"<speaker2>Dies ist ein sehr langlebiges Material, erfordert jedoch eine professionelle Reinigung Gibt es noch irgendetwas, was wir heute für Sie beantworten können?",<speaker2>This is a very durable material but does require professional cleaning Is there anything else we can answer for you today?,2,0,0,1,1,1,5
"<speaker1>Dies ist ein sehr langlebiges Material, erfordert jedoch eine professionelle Reinigung Gibt es noch irgendetwas, was wir heute für Sie beantworten können?",<speaker1>This is a very durable material but does require professional cleaning Is there anything else we can answer for you today?,<speaker2>ja aber haben sie konkrete Angaben zur Scheurbeständigkeit bei anderen Produkten wird z.B. 50.000 angegeben,"<speaker2>Yes, but they have concrete information on shear resistance For other products, for example, 50,000 are indicated",2,0,1,1,1,1,2
<speaker2>ja aber haben sie konkrete Angaben zur Scheurbeständigkeit bei anderen Produkten wird z.B. 50.000 angegeben,"<speaker2>Yes, but they have concrete information on shear resistance For other products, for example, 50,000 are indicated","<speaker2>Ich werde sehen, ob ich das für Sie herausfinden kann Ich überprüfe dies nur, möglicherweise muss ich dies vom Produktteam erhalten Ich muss diese Angaben anfordern, da ich sie nicht zur Hand habe. Ich kann auch beantragen, dass ein Fabric Sample verschickt wird?","<speaker2>I will see if I can find this out for you I am just checking this, I may need to get this from the product team I will need to request these details as I do not have them to hand. I can also request a fabric sample to be sent out?",2,0,1,1,1,1,5
"<speaker1>Ich werde sehen, ob ich das für Sie herausfinden kann Ich überprüfe dies nur, möglicherweise muss ich dies vom Produktteam erhalten Ich muss diese Angaben anfordern, da ich sie nicht zur Hand habe. Ich kann auch beantragen, dass ein Fabric Sample verschickt wird?","<speaker1>I will see if I can find this out for you I am just checking this, I may need to get this from the product team I will need to request these details as I do not have them to hand. I can also request a fabric sample to be sent out?","<speaker2>habe ich bereits erhalten Aber es wäre super, wenn sie beim Produktteam nachfragen könnten.",<speaker2>I have already received But it would be great if they could ask the product team.,2,0,1,1,1,1,5
"<speaker2>habe ich bereits erhalten Aber es wäre super, wenn sie beim Produktteam nachfragen könnten.",<speaker2>I have already received But it would be great if they could ask the product team.,"<speaker2>Ich werde sie kontaktieren und auf Sie zurückkommen. Es kann bis zu #NUMBER# Stunden dauern, bis Sie diese Daten erhalten, aber ich werde Sie aktualisieren, sobald ich höre","<speaker2>I will contact them and come back to you, it can take upto #NUMBER# hours to get these details but I will update you as soon as I hear",2,1,1,1,1,1,5
"<speaker1>Ich werde sie kontaktieren und auf Sie zurückkommen. Es kann bis zu #NUMBER# Stunden dauern, bis Sie diese Daten erhalten, aber ich werde Sie aktualisieren, sobald ich höre","<speaker1>I will contact them and come back to you, it can take upto #NUMBER# hours to get these details but I will update you as soon as I hear",<speaker2>Danke!,<speaker2>Thank you!,2,0,1,1,1,1,5
<speaker2>Danke!,<speaker2>Thank you!,"<speaker2>Haben Sie eine schöne Zeit und Weihnachten, wir werden uns bald bei Ihnen melden Vielen Dank, dass Sie sich die Zeit genommen haben, sich heute mit mir zu unterhalten. Sobald dieser Chat beendet ist, erhalten Sie eine Feedback-E-Mail mit dem Titel ""Meinen Chat bewerten"". Bitte füllen Sie dies aus, wenn Sie einen Moment Zeit haben. Wenn Sie jedoch keine Zeit haben, wünsche ich Ihnen noch einen wunderschönen Tag und bedanke mich vielmals bei Ihnen.","<speaker2>Have a great dat and Christmas, we will be back to you soon Thank you for taking the time to chat to me today. Once this chat has ended you will be sent a 'rate my chat' feedback email. Please kindly fill this in if you have a moment, however if you don't have time then may I wish you a wonderful day and thank you again.",2,1,1,1,1,1,5
"<speaker2>Hallo, ich habe einen Artikel, der letzte Woche geliefert werden sollte und der immer noch nicht geliefert wird. Ich habe den Chat zweimal kontaktiert und bisher nichts. Die First Lady sagte mir, dass es am Montag verschickt wird, die zweite Lady sagte mir gestern, dass sie eine E-Mail überprüfen und senden wird und sie hat nie geantwortet. #ADDRESS#,","<speaker2>Hello, I have an article that should be delivered last week and which is still not delivered. I contacted the chat twice and so far nothing. The First Lady told me that it will be sent on Monday, the second lady told me yesterday that she will check and send an email and she never replied. #ADDRESS#,","<speaker2>Guten Morgen #NAME# Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Sie sind bei #NAME# Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).","<speaker2>Good Morning #NAME# Thanks for contacting #PRS_ORG#, you are through to #NAME# So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)",2,1,1,1,1,1,5
"<speaker1>Guten Morgen #NAME# Vielen Dank, dass Sie sich mit #PRS_ORG# in Verbindung gesetzt haben. Sie sind bei #NAME# Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse, Postanschrift und Bestellnummer).","<speaker1>Good Morning #NAME# Thanks for contacting #PRS_ORG#, you are through to #NAME# So that I can assist you can you please provide your account details (Full Name, E-mail address, Postal Address and Order Number)",<speaker2>Bestellnummer: #NUMBER# #ADDRESS#,<speaker2>Order number: #NUMBER# #ADDRESS#,2,0,1,1,1,1,5
<speaker2>Bestellnummer: #NUMBER# #ADDRESS#,<speaker2>Order number: #NUMBER# #ADDRESS#,"<speaker2>Vielen Dank - diese Anfrage ist also im Lager, wie gestern im Chat angegeben, wir müssen auf die Antwort auf die Untersuchung warten. Sobald wir etwas gehört haben, werden Sie per E-Mail benachrichtigt","<speaker2>Thank you - so this query is with warehouse as stated in yesterdays chat, we have to await the reply to the investigation. As soon as we have heard back, tis is when you will be emailed",2,0,0,1,1,1,5
"<speaker1>Vielen Dank - diese Anfrage ist also im Lager, wie gestern im Chat angegeben, wir müssen auf die Antwort auf die Untersuchung warten. Sobald wir etwas gehört haben, werden Sie per E-Mail benachrichtigt","<speaker1>Thank you - so this query is with warehouse as stated in yesterdays chat, we have to await the reply to the investigation. As soon as we have heard back, tis is when you will be emailed","<speaker2>Es hilft nicht viel, da ich seit September darauf gewartet habe.",<speaker2>It doesn't help much because I've been waiting for it since September.,2,0,1,1,1,1,2
"<speaker2>Es hilft nicht viel, da ich seit September darauf gewartet habe.",<speaker2>It doesn't help much because I've been waiting for it since September.,"<speaker2>Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir uns mit dem Lager in Verbindung setzen müssen. Dies wurde für Sie getan - also warten wir auf die Antwort. Sobald wir die Informationen haben, können wir Sie über den Aufenthaltsort Ihrer Bestellung informieren Der Artikel sollte versandt werden 18.12","<speaker2>I understand, but my colleague explained yesterday that we have to be in touch with the warehouse, this has been done for you - so we are awaiting the reply. As soon as we have the information, we can then let you know the whereabouts of your order The item was due to dispatch 18.12",2,0,1,1,1,1,5
"<speaker1>Ich verstehe, aber mein Kollege hat gestern erklärt, dass wir uns mit dem Lager in Verbindung setzen müssen. Dies wurde für Sie getan - also warten wir auf die Antwort. Sobald wir die Informationen haben, können wir Sie über den Aufenthaltsort Ihrer Bestellung informieren Der Artikel sollte versandt werden 18.12","<speaker1>I understand, but my colleague explained yesterday that we have to be in touch with the warehouse, this has been done for you - so we are awaiting the reply. As soon as we have the information, we can then let you know the whereabouts of your order The item was due to dispatch 18.12","<speaker2>Ich weiss, heute ist 23.12","<speaker2>I know, today is 23.12",2,0,1,1,1,0,2
"<speaker2>Ich weiss, heute ist 23.12","<speaker2>I know, today is 23.12","<speaker2>Vollständig verstanden - das haben wir das Lager kontaktiert und sobald wir Antworten haben, werden Sie per E-Mail benachrichtigt Mein Kollege kümmert sich darum",<speaker2>Fully understand - that is what we have contacted the warehouse and as soon as we have answers you will be emailed My colleague is dealing with this,2,0,1,1,1,1,5
"<speaker1>Vollständig verstanden - das haben wir das Lager kontaktiert und sobald wir Antworten haben, werden Sie per E-Mail benachrichtigt Mein Kollege kümmert sich darum",<speaker1>Fully understand - that is what we have contacted the warehouse and as soon as we have answers you will be emailed My colleague is dealing with this,<speaker2>ok,<speaker2>OK.,2,0,1,1,1,1,4
<speaker2>ok,<speaker2>OK.,<speaker2>Kann ich heute sonst noch bei irgendetwas helfen?,<speaker2>Can I help with anything else today?,2,1,1,1,1,1,5
<speaker2>Wann kommt den endlich meine Bestellung #NUMBER# die ich am 27.10.20 aufgegeben habe???,"<speaker2>When does my order #NUMBER# finally come, which I placed on 27.10.20???","<speaker2>Guten Tag #NAME# Vielen Dank für Ihre Kontaktaufnahme mit #PRS_ORG#, Sie sind bei #NAME#. Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse und Postanschrift).","<speaker2>Good Afternoon #NAME# Thanks for contacting #PRS_ORG#, you are through to #NAME#. So that I can assist you can you please provide your account details (Full Name, E-mail address and Postal Address)",2,1,1,1,1,1,5
"<speaker1>Guten Tag #NAME# Vielen Dank für Ihre Kontaktaufnahme mit #PRS_ORG#, Sie sind bei #NAME#. Damit ich Ihnen weiterhelfen kann, geben Sie bitte Ihre Kontodaten an (vollständiger Name, E-Mail-Adresse und Postanschrift).","<speaker1>Good Afternoon #NAME# Thanks for contacting #PRS_ORG#, you are through to #NAME#. So that I can assist you can you please provide your account details (Full Name, E-mail address and Postal Address)",<speaker2>#ADDRESS# #EMAIL#,<speaker2>#ADDRESS# #EMAIL#,2,0,1,1,1,1,5
<speaker2>#ADDRESS# #EMAIL#,<speaker2>#ADDRESS# #EMAIL#,"<speaker2>Vielen Dank, bitte nehmen Sie sich einen Moment Zeit für mich Ich kann sehen, dass Ihr #PRS_ORG#, Schwarzgrau, immer noch von unserem Hersteller in Übersee an uns versendet wird und von uns am 12.01.21 versandt werden soll. Ich habe dies für Sie geprüft und kann sehen, dass es eine leichte Versandverzögerung mit dem Artikel gegeben hat, wodurch das Versanddatum verschoben wurde. Dies verzögert sich derzeit um 29 Tage. Wir erhalten täglich Versand-Updates, und es ist möglich, dass sich dieses Datum hoffentlich zum Besseren ändern wird. Wir hatten ein paar Lieferungen, die schneller als erwartet angekommen sind, aber wir können es nicht sicher sagen. Es gibt derzeit viel Druck auf den globalen Versand auf der ganzen Welt. Infolgedessen dauert es länger, bis unsere Produkte ankommen. Dies bedeutet leider, dass sich Ihr Versanddatum ändern kann oder sich Ihre Bestellung verzögert. Sobald es unser Distributionszentrum erreicht, senden wir es an unsere Lieferpartner. Sie erhalten eine weitere E-Mail, in der Sie darüber informiert werden, dass die Ware gesendet wurde und Sie erhalten eine Sendungsnummer. Unsere Lieferpartner werden sich dann mit Ihnen in Verbindung setzen, um ein genaues Lieferdatum zu vereinbaren. Die Lieferung erfolgt in der Regel innerhalb von 1-7 Werktagen nach dem Versand, aber dies kann je nach Verfügbarkeit der Kuriere in Ihrer Region variieren.","<speaker2>Thank you, please bear with me a moment I can see your #PRS_ORG#, Schwarzgrau is still being shipped to us from our manufacturer overseas and due to be dispatched from us 12.01.21. I have looked into this for you and can see there has been a slight shipping delay with the item causing the dispatch date to be pushed back. This is currently delayed 29 days. We get shipping updates every day and it is possible that this date will change and hopefully for the better. We have had a few deliveries that have arrived quicker than expected but we are unable to say for sure. There’s currently a lot of pressure on global shipping around the world. As a result, our products are taking longer to arrive into ports. This does unfortunately mean that your dispatch date may change, or your order could be delayed. As soon as it reaches our distribution centre we'll send it right over to our delivery partners. You'll get another email to let you know it's been sent and give you a tracking number. Our delivery partners will then be in touch to arrange an exact delivery date. Delivery usually takes place within 1-7 working days after dispatch but this can vary depending on the couriers availability in your area.",2,0,1,1,1,1,5
"<speaker1>Vielen Dank, bitte nehmen Sie sich einen Moment Zeit für mich Ich kann sehen, dass Ihr #PRS_ORG#, Schwarzgrau, immer noch von unserem Hersteller in Übersee an uns versendet wird und von uns am 12.01.21 versandt werden soll. Ich habe dies für Sie geprüft und kann sehen, dass es eine leichte Versandverzögerung mit dem Artikel gegeben hat, wodurch das Versanddatum verschoben wurde. Dies verzögert sich derzeit um 29 Tage. Wir erhalten täglich Versand-Updates, und es ist möglich, dass sich dieses Datum hoffentlich zum Besseren ändern wird. Wir hatten ein paar Lieferungen, die schneller als erwartet angekommen sind, aber wir können es nicht sicher sagen. Es gibt derzeit viel Druck auf den globalen Versand auf der ganzen Welt. Infolgedessen dauert es länger, bis unsere Produkte ankommen. Dies bedeutet leider, dass sich Ihr Versanddatum ändern kann oder sich Ihre Bestellung verzögert. Sobald es unser Distributionszentrum erreicht, senden wir es an unsere Lieferpartner. Sie erhalten eine weitere E-Mail, in der Sie darüber informiert werden, dass die Ware gesendet wurde und Sie erhalten eine Sendungsnummer. Unsere Lieferpartner werden sich dann mit Ihnen in Verbindung setzen, um ein genaues Lieferdatum zu vereinbaren. Die Lieferung erfolgt in der Regel innerhalb von 1-7 Werktagen nach dem Versand, aber dies kann je nach Verfügbarkeit der Kuriere in Ihrer Region variieren.","<speaker1>Thank you, please bear with me a moment I can see your #PRS_ORG#, Schwarzgrau is still being shipped to us from our manufacturer overseas and due to be dispatched from us 12.01.21. I have looked into this for you and can see there has been a slight shipping delay with the item causing the dispatch date to be pushed back. This is currently delayed 29 days. We get shipping updates every day and it is possible that this date will change and hopefully for the better. We have had a few deliveries that have arrived quicker than expected but we are unable to say for sure. There’s currently a lot of pressure on global shipping around the world. As a result, our products are taking longer to arrive into ports. This does unfortunately mean that your dispatch date may change, or your order could be delayed. As soon as it reaches our distribution centre we'll send it right over to our delivery partners. You'll get another email to let you know it's been sent and give you a tracking number. Our delivery partners will then be in touch to arrange an exact delivery date. Delivery usually takes place within 1-7 working days after dispatch but this can vary depending on the couriers availability in your area.","<speaker2>Sorry, das befriedigt mich nicht. Ich warte nun schon dann fast 8 Wochen auf mein Sofa! Ich bitte sie das ganze zu beschleunigen. So bin ich absolut nicht zufrieden!","<speaker2>Sorry, that doesn't satisfy me. I'm already waiting for my sofa for almost 8 weeks! I ask them to speed up the whole process. So I am absolutely not satisfied!",2,0,1,1,1,0,1
"<speaker2>Sorry, das befriedigt mich nicht. Ich warte nun schon dann fast 8 Wochen auf mein Sofa! Ich bitte sie das ganze zu beschleunigen. So bin ich absolut nicht zufrieden!","<speaker2>Sorry, that doesn't satisfy me. I'm already waiting for my sofa for almost 8 weeks! I ask them to speed up the whole process. So I am absolutely not satisfied!","<speaker2>Leider haben wir keine Kontrolle über die Geschwindigkeit des Versandprozesses. Wir können Bestellungen nicht beschleunigen. Der Artikel befindet sich noch in einem Boot, aber wir tun unser Bestes, um ihn so schnell wie möglich zu Ihnen zu bringen. Etwaige Verzögerungen, auf die der Artikel auf dem Weg zu unserem Distributionszentrum stoßen könnte, liegen nicht in unserer Hand und sind unvorhersehbar.","<speaker2>Regrettably as we do not have control over the speeds of the shipping processes we are unable to expedite orders, the item is still on a boat but we are doing our best to get it to you as soon as possible. Any delays the item may encounter on its way to our distribution center are out of our hands and cannot be predicted.",2,0,0,1,1,1,5
"<speaker1>Leider haben wir keine Kontrolle über die Geschwindigkeit des Versandprozesses. Wir können Bestellungen nicht beschleunigen. Der Artikel befindet sich noch in einem Boot, aber wir tun unser Bestes, um ihn so schnell wie möglich zu Ihnen zu bringen. Etwaige Verzögerungen, auf die der Artikel auf dem Weg zu unserem Distributionszentrum stoßen könnte, liegen nicht in unserer Hand und sind unvorhersehbar.","<speaker1>Regrettably as we do not have control over the speeds of the shipping processes we are unable to expedite orders, the item is still on a boat but we are doing our best to get it to you as soon as possible. Any delays the item may encounter on its way to our distribution center are out of our hands and cannot be predicted.",<speaker2>Und Jetzt? Soll ich auf dem Boden Sitzen bzw liegen? Das ist nicht in Ordnung,<speaker2>And now? Should I sit or lie on the floor? This is not okay,2,0,1,1,1,0,1
<speaker2>Und Jetzt? Soll ich auf dem Boden Sitzen bzw liegen? Das ist nicht in Ordnung,<speaker2>And now? Should I sit or lie on the floor? This is not okay,"<speaker2>Ich verstehe, dass dies frustrierend und enttäuschend ist. Wenn Sie mit der Bestellung fortfahren möchten, können wir natürlich versuchen, Sie für die Verzögerung beim Erhalt des Artikels zu entschädigen. Wir bitten Sie, uns zu kontaktieren, sobald Sie den Artikel erhalten haben, damit wir die Länge der Verzögerung und Ihre gesamte Kundenerfahrung berücksichtigen können. Bitte beachten Sie, dass wir keine Entschädigung anbieten können, wenn der Artikel früher als angegeben eintrifft. Wir verstehen jedoch vollkommen, wenn Sie nicht mehr warten möchten und die Möglichkeit, den Artikel zu stornieren, besteht bei Bedarf.",<speaker2>I understand this is frustrating and disappointing. If you would like to continue with the order we can of course look into compensating you for the delay in receiving the item. We would ask you to contact us once you have received the item so we can take into account the length of the delay and your full customer journey. Please advise if the item does arrive sooner than currently stated we may not be able to offer compensation. However we do completely understand if you do not want to wait anymore and the option to cancel the item is there if needed.,2,0,1,1,1,1,5
"<speaker1>Ich verstehe, dass dies frustrierend und enttäuschend ist. Wenn Sie mit der Bestellung fortfahren möchten, können wir natürlich versuchen, Sie für die Verzögerung beim Erhalt des Artikels zu entschädigen. Wir bitten Sie, uns zu kontaktieren, sobald Sie den Artikel erhalten haben, damit wir die Länge der Verzögerung und Ihre gesamte Kundenerfahrung berücksichtigen können. Bitte beachten Sie, dass wir keine Entschädigung anbieten können, wenn der Artikel früher als angegeben eintrifft. Wir verstehen jedoch vollkommen, wenn Sie nicht mehr warten möchten und die Möglichkeit, den Artikel zu stornieren, besteht bei Bedarf.",<speaker1>I understand this is frustrating and disappointing. If you would like to continue with the order we can of course look into compensating you for the delay in receiving the item. We would ask you to contact us once you have received the item so we can take into account the length of the delay and your full customer journey. Please advise if the item does arrive sooner than currently stated we may not be able to offer compensation. However we do completely understand if you do not want to wait anymore and the option to cancel the item is there if needed.,"<speaker2>Nein ich möchte den Artikel, habe ihn ja auch schon gleich bezahlt! Ich bin nur nicht zufrieden und kann es nicht verstehen wenn man Anfangs mit einer 4-6 Wöchigen Lieferzeit wirbt. Jetzt muss ich auf dem Boden sitzen und liegen das ist nicht in Ordnung!","<speaker2>No I want the article, I have already paid it! I am just not satisfied and can't understand if you advertise initially with a 4-6 weeks delivery time. Now I have to sit on the floor and lie that's not okay!",2,0,1,1,1,0,1
